Folder,Name,Num,threshold,num_regions,est_len,MeanInt-2,avgWidth-2,stdInt-2,perct95-2,medianInt-2,sumInt-2,MeanInt-9,avgWidth-9,stdInt-9,perct95-9,medianInt-9,sumInt-9,aspect_ratio,intRatio2-9,tipWidthRatio,BodMeanInt,BodAvgWidth,BodStdInt,BodPerct95,BodMedianInt,BodSumInt,BKMeanInt
BC221_18,221_18_1_Snapshot59,59,8.0,1,1371,2467.7796997986457,84,914.6713655762227,4096.0,2145.0,26962961,5630.466994535519,80,2348.3422624456243,9470.849999999995,5725.0,51518773,17.1375,2.232896442286886,1.0,3586.1850221961154,95,1761.9578704148819,7079.0,3259.0,372414556,1.0
BC221_18,221_18_1_Snapshot6,6,8.0,1,1649,2718.2358477011494,88,1065.9370202921514,4538.0,2145.0,37837843,3340.6802432470654,57,1187.9670179341397,5154.0,3287.0,23621950,24.611940298507463,1.6501131333857548,1.1754385964912282,3600.2119798365516,101,1661.9844492156842,6770.0,3410.0,450663735,1.0
BC221_18,221_18_1_Snapshot60,60,11.0,1,925,5996.913860022537,90,1783.978440969357,8370.8,5983.0,47897351,4304.272111451943,98,1465.4308942203727,6557.0,4288.0,33676625,9.438775510204081,0.9748705053633521,0.5816326530612245,5508.019375927936,104,1730.6218673921696,8361.0,5661.0,441473261,1.0
BC221_18,221_18_1_Snapshot61,61,7.0,1,1381,3927.6944055290933,79,1592.2680202215683,6516.699999999999,3790.0,42053824,4409.718757953678,103,1480.0457953552457,6622.699999999999,4594.0,51977355,13.407766990291263,0.6220683815598919,0.7281553398058253,3519.9171489147247,104,1367.630118826024,6196.0,3516.0,405093185,1.0
BC221_18,221_18_1_Snapshot62,62,11.0,1,961,6525.162404516772,96,2424.638783456086,9808.0,6752.0,58941792,4509.1217557708405,101,1717.0604170461515,7221.0,4224.0,37700767,9.514851485148515,0.8487004277594546,0.6534653465346535,5380.982241979216,105,1820.79298641515,8645.0,5326.0,462403947,1.0
BC221_18,221_18_1_Snapshot63,63,7.0,1,1376,2487.641476613838,84,874.5755944555632,4215.0,2280.0,25742114,4314.932649366325,75,1866.4451009112352,7462.799999999999,4534.0,35749217,15.12087912087912,2.3238250246771224,1.2133333333333334,3388.200453804864,103,1676.4788459306687,7119.0,3103.0,338965738,1.0
BC221_18,221_18_1_Snapshot64,64,12.0,1,991,7545.824760127932,82,2168.7980169426073,10177.849999999999,8039.0,56623869,5346.822240449965,100,1404.1674622114335,7291.0,5554.0,45629781,9.91,0.7771000364108194,0.59,5800.371287476303,106,1866.501443562469,9035.0,5848.0,495664928,1.0
BC221_18,221_18_1_Snapshot65,65,11.0,1,1150,6063.530102954342,81,2151.1312747435372,9213.0,5958.0,54183705,4495.204775893111,103,1550.7741687174657,7058.799999999999,4243.0,47437896,11.16504854368932,0.9536535614739795,0.5631067961165048,5391.882096993503,107,1685.0005668207075,8404.799999999988,5374.0,535333014,1.0
BC221_18,221_18_1_Snapshot66,66,8.0,1,884,2783.884337349398,45,716.9071329151084,3732.0,2931.0,9242496,5276.333445378151,82,2506.122003858939,9503.2,5104.5,31394184,10.78048780487805,1.5924895281097597,0.6463414634146342,3532.8127726939265,89,2004.2362765711598,8020.0,3065.0,182992636,1.0
BC221_18,221_18_1_Snapshot67,67,7.0,1,1506,2856.630013448303,88,987.9495382924362,4396.0,2981.0,36110660,2789.608605032008,56,1019.2276688474784,4474.599999999999,2745.0,18737801,25.1,2.0236396536032366,1.0714285714285714,3335.6323505574264,98,1578.2487729765812,6862.0,3146.0,370408630,1.0
BC221_18,221_18_1_Snapshot68,68,4.0,1,718,1576.480959446093,59,532.2572923926107,2377.0,1568.5,6375289,3075.9443294225903,79,1758.6708072214449,5942.5999999999985,2700.0,13371130,9.08860759493671,1.5259692918791976,0.8860759493670886,2255.4599475741957,92,1071.237924093691,4412.0,2102.0,101531785,1.0
BC221_18,221_18_1_Snapshot69,69,8.0,1,1577,3141.66926713948,83,1224.079365699568,5365.0,2785.0,39867783,2618.716868666799,49,765.1522201727815,3854.3999999999996,2516.0,13180002,15.019047619047619,0.8033731026493584,2.142857142857143,3647.0507327098608,117,1544.682346215768,6563.0,3431.0,422339416,1.0
BC221_18,221_18_1_Snapshot7,7,9.0,1,1240,2565.82524979184,83,969.7750678924616,4196.949999999999,2329.5,24652449,4848.227928179365,101,1744.646075962882,7346.0,4719.0,52113602,12.277227722772277,1.6020519375372109,0.5346534653465347,4141.921035910273,104,1974.8579401665336,7613.0,3782.0,430221338,1.0
BC221_18,221_18_1_Snapshot70,70,10.0,1,1678,3128.0813869807002,95,1489.1554218786584,5534.0,2517.0,47812724,3431.320012064545,52,1094.5770280324016,5236.5,3378.0,22753083,20.975,1.750924362018849,1.5384615384615385,4211.099520437433,99,2039.394297814002,8015.899999999994,3941.0,563748315,1.0
BC221_18,221_18_1_Snapshot71,71,10.0,2,1828,4891.546081813702,92,1832.0541753588116,7442.0,5198.0,79399576,7156.094379639449,91,2651.3284019022135,10886.599999999999,7696.0,101222955,20.087912087912088,1.6795724984733729,0.5384615384615384,4393.661982070916,102,2100.743844553635,8257.0,4118.0,658715379,1.0
BC221_18,221_18_1_Snapshot72,72,7.0,1,1665,3250.7115022454004,98,763.8854533220308,4387.75,3338.0,44879323,2184.291200777832,53,610.1127414154154,3142.0,2163.0,13479261,19.58823529411765,0.7567595651072871,1.6037735849056605,3487.942808469214,105,1279.6720316960907,5955.0,3333.0,444290667,1.0
BC221_18,221_18_1_Snapshot73,73,11.0,3,1988,4849.390975166566,104,1534.2568427860754,7102.0,5123.5,96076134,3941.986404833837,64,1257.0339362101379,6169.0,3878.5,31315140,25.818181818181817,2.0119295867182307,1.203125,5341.829866416185,108,1949.2282064831495,8851.0,5318.0,898543860,1.0
BC221_18,221_18_1_Snapshot74,74,10.0,1,906,6782.064210142284,95,1885.8386852138976,9208.0,6930.0,55768914,4118.35224495047,100,1570.843421502054,6713.0,3870.0,32011952,9.06,0.81534963427322,0.71,5292.532451293288,105,1765.980146362596,8332.449999999997,5132.0,444424535,1.0
BC221_18,221_18_1_Snapshot75,75,10.0,2,1586,3933.2253066494513,88,1213.4175579310704,5430.0,4303.0,30462830,3618.395909307119,55,1225.5154210840442,5667.0,3545.0,22821223,20.075949367088608,1.8348176046047948,1.4363636363636363,4410.608009097696,98,2016.2503606068221,8951.349999999991,4373.0,508075579,1.0
BC221_18,221_18_1_Snapshot76,76,11.0,2,1813,4698.890285646837,94,1066.8816758256394,6400.0,4731.0,79617997,3728.51240160404,59,1117.8851948252625,5683.199999999999,3696.0,25104074,17.601941747572816,1.305959164031066,1.7457627118644068,5418.246188301089,103,1809.0148067215025,8645.0,5366.0,856440502,1.0
BC221_18,221_18_1_Snapshot77,77,9.0,1,1391,2908.4571021715915,84,988.4350319659453,4304.0,3105.0,32679424,7427.854835698282,94,3323.451124015248,12102.699999999993,7937.0,79567181,14.797872340425531,1.3106079793638783,0.6914893617021277,3952.6963559140554,99,2232.5534956296815,9027.0,3490.0,442986586,1.0
BC221_18,221_18_1_Snapshot78,78,9.0,1,1731,3370.601091078438,89,1768.8131052262943,6594.0,2646.0,50663505,3316.866891753632,86,1187.7165005845509,5365.35,3307.5,32419057,20.127906976744185,0.83346332258133,0.9186046511627907,4035.8655881945406,99,1747.105242754204,7333.0,3983.0,582536839,1.0
BC221_18,221_18_1_Snapshot79,79,8.0,1,1603,3181.1681065229454,84,1046.8459473773148,4580.199999999999,3465.0,40136798,3213.2915028726943,54,1127.6282868786966,5070.0,3159.0,21252710,23.573529411764707,2.06736470840183,1.2592592592592593,3785.7833168513494,99,1777.8380644405083,7911.5,3618.0,447899810,1.0
BC221_18,221_18_1_Snapshot8,8,10.0,1,1528,3376.2579917867783,96,1415.8485659559385,5578.0999999999985,3217.0,41929748,3525.9455592105264,52,1141.521223102216,5381.05,3490.0,21437749,19.341772151898734,1.5803964667436927,1.5192307692307692,4126.84952175332,96,1920.8636472145513,7674.099999999991,3887.0,493154391,1.0
BC221_18,221_18_1_Snapshot80,80,9.0,1,1645,3488.887694900969,91,1570.4533851433746,5944.15,3182.0,49674783,3200.576472333482,48,1110.060851296383,5003.0,3165.0,21575086,19.819277108433734,1.8609859364881767,1.7291666666666667,3990.1902024860747,95,1881.197749095212,7700.0,3829.0,516494210,1.0
BC221_18,221_18_1_Snapshot81,81,10.0,1,1780,4826.3086930091185,95,1341.8600748866804,6663.549999999999,5129.0,79392778,3477.625429061785,65,1085.876562655608,5102.0,3498.0,24315557,27.384615384615383,2.1342221879488683,0.9538461538461539,4976.970846521975,105,1982.7488375027451,8945.0,4804.0,724860965,1.0
